Customer ID,recency,frequency,monetary,R_score,F_score,M_score,RFM_Score,Segment,churn_risk
15209,730,1,178.98,1,1,1,111,Lost,Low
15210,225,3,1176.19,2,2,3,223,Need Attention,Low
15211,60,2,1277.48,3,2,3,323,Loyal,Low
15212,241,2,208.28,2,2,1,221,Need Attention,Low
15213,319,2,328.35,2,2,1,221,Need Attention,Low
15214,2,8,1661.44,4,4,3,443,Champions,Low
15215,47,7,2422.43,3,4,4,344,Champions,Low
15216,88,2,486.09,3,2,2,322,Loyal,Low
15217,563,1,426.24,1,1,2,112,Lost,Low
15218,11,22,11516.57,4,4,4,444,Champions,Low
15219,176,2,685.45,2,2,2,222,Need Attention,Low
15220,52,6,1778.96,3,3,3,333,Champions,Low
15221,366,4,2465.45,2,3,4,234,Need Attention,High
15222,319,11,3550.91,2,4,4,244,Need Attention,High
15223,226,5,1417.95,2,3,3,233,Need Attention,High
15224,358,5,871.36,2,3,2,232,Need Attention,High
15225,234,1,409.4,2,1,2,212,Lost,Low
15226,311,1,154.41,2,1,1,211,Lost,Low
15227,37,9,2488.49,3,4,4,344,Champions,Low
15228,66,6,5580.27,3,3,4,334,Champions,Low
15229,586,1,160.5,1,1,1,111,Lost,Low
15230,239,2,429.6,2,2,2,222,Need Attention,Low
15231,621,1,250.26,1,1,1,111,Lost,Low
15232,113,2,612.06,2,2,2,222,Need Attention,Low
15233,401,1,59.4,1,1,1,111,Lost,Low
15234,277,1,197.0,2,1,1,211,Lost,Low
15235,218,16,2937.81,2,4,4,244,Need Attention,High
15236,299,1,321.05,2,1,1,211,Lost,Low
15237,2,4,1412.32,4,3,3,433,Champions,Low
15238,29,3,1071.99,3,2,3,323,Loyal,Low
15239,10,2,780.59,4,2,2,422,Loyal,Low
15240,45,12,4459.98,3,4,4,344,Champions,Low
15241,67,11,3050.16,3,4,4,344,Champions,Low
15242,422,1,302.04,1,1,1,111,Lost,Low
15243,74,2,927.28,3,2,3,323,Loyal,Low
15244,65,3,912.08,3,2,3,323,Loyal,Low
15245,134,8,4610.84,2,4,4,244,Need Attention,High
15246,238,3,780.4,2,2,2,222,Need Attention,Low
15247,122,3,976.06,2,2,3,223,Need Attention,Low
15248,411,3,1893.93,1,2,3,123,Lost,Low
15249,32,18,9266.0,3,4,4,344,Champions,Low
15250,641,1,60.0,1,1,1,111,Lost,Low
15251,9,21,20324.54,4,4,4,444,Champions,Low
15252,36,5,2103.41,3,3,3,333,Champions,Low
15253,16,8,2055.09,4,4,3,443,Champions,Low
15254,127,3,1088.35,2,2,3,223,Need Attention,Low
15255,67,9,3729.42,3,4,4,344,Champions,Low
15256,149,2,170.4,2,2,1,221,Need Attention,Low
15257,283,2,685.9,2,2,2,222,Need Attention,Low
15258,169,2,623.16,2,2,2,222,Need Attention,Low
15259,513,4,1182.38,1,3,3,133,At Risk,High
15260,100,25,9188.23,2,4,4,244,Need Attention,High
15261,135,4,1508.0,2,3,3,233,Need Attention,High
15262,324,3,418.82,2,2,2,222,Need Attention,Low
15263,107,1,156.51,2,1,1,211,Lost,Low
15264,64,2,848.4,3,2,2,322,Loyal,Low
15265,151,4,3345.64,2,3,4,234,Need Attention,High
15266,338,5,852.21,2,3,2,232,Need Attention,High
15267,22,5,1717.36,4,3,3,433,Champions,Low
15268,479,3,961.9,1,2,3,123,Lost,Low
15269,24,3,1225.36,4,2,3,423,Loyal,Low
15270,16,21,8524.86,4,4,4,444,Champions,Low
15271,7,24,4709.54,4,4,4,444,Champions,Low
15272,57,6,2085.48,3,3,3,333,Champions,Low
15273,600,1,228.96,1,1,1,111,Lost,Low
15274,4,2,716.57,4,2,2,422,Loyal,Low
15275,38,1,615.14,3,1,2,312,Promising,Low
15276,66,4,649.53,3,3,2,332,Loyal,Low
15277,47,2,476.34,3,2,2,322,Loyal,Low
15278,562,4,496.16,1,3,2,132,At Risk,High
15279,355,5,1580.54,2,3,3,233,Need Attention,High
15280,172,3,406.22,2,2,2,222,Need Attention,Low
15281,59,16,8543.57,3,4,4,344,Champions,Low
15282,570,1,348.59,1,1,1,111,Lost,Low
15283,390,3,148.33,1,2,1,121,Lost,Low
15284,500,1,24.75,1,1,1,111,Lost,Low
15285,408,1,94.92,1,1,1,111,Lost,Low
15286,50,1,240.55,3,1,1,311,Promising,Low
15287,22,5,856.03,4,3,2,432,Loyal,Low
15288,43,10,3883.13,3,4,4,344,Champions,Low
15289,29,5,1593.09,3,3,3,333,Champions,Low
15290,5,26,10496.28,4,4,4,444,Champions,Low
15291,26,40,13846.56,4,4,4,444,Champions,Low
15292,201,1,180.94,2,1,1,211,Lost,Low
15293,666,1,247.5,1,1,1,111,Lost,Low
15294,411,1,233.35,1,1,1,111,Lost,Low
15295,654,1,217.24,1,1,1,111,Lost,Low
15296,51,12,10342.83,3,4,4,344,Champions,Low
15297,10,3,641.94,4,2,2,422,Loyal,Low
15298,2,23,9459.37,4,4,4,444,Champions,Low
15299,67,10,7991.54,3,4,4,344,Champions,Low
15300,64,1,496.44,3,1,2,312,Promising,Low
15301,51,17,7603.44,3,4,4,344,Champions,Low
15302,730,1,308.0,1,1,1,111,Lost,Low
15303,290,3,1224.18,2,2,3,223,Need Attention,Low
15304,61,9,919.55,3,4,3,343,Champions,Low
15305,555,1,93.6,1,1,1,111,Lost,Low
15306,64,9,3484.73,3,4,4,344,Champions,Low
15307,96,1,205.3,3,1,1,311,Promising,Low
15308,274,1,310.47,2,1,1,211,Lost,Low
15309,611,4,797.96,1,3,2,132,At Risk,High
15310,479,1,1634.64,1,1,3,113,Lost,Low
15311,1,208,116771.16,4,4,4,444,Champions,Low
15312,75,12,2930.19,3,4,4,344,Champions,Low
15313,110,1,52.0,2,1,1,211,Lost,Low
15314,199,3,820.45,2,2,2,222,Need Attention,Low
15315,64,2,570.5,3,2,2,322,Loyal,Low
15316,327,1,165.0,2,1,1,211,Lost,Low
15317,677,1,129.75,1,1,1,111,Lost,Low
15318,4,1,312.62,4,1,1,411,Promising,Low
15319,284,1,204.5,2,1,1,211,Lost,Low
15320,44,1,267.13,3,1,1,311,Promising,Low
15321,71,12,6709.73,3,4,4,344,Champions,Low
15322,86,2,1390.86,3,2,3,323,Loyal,Low
15323,563,3,434.6,1,2,2,122,Lost,Low
15324,701,1,140.22,1,1,1,111,Lost,Low
15325,104,8,1602.01,2,4,3,243,Need Attention,High
15326,334,5,1700.52,2,3,3,233,Need Attention,High
15327,53,1,208.75,3,1,1,311,Promising,Low
15328,408,1,107.24,1,1,1,111,Lost,Low
15329,39,11,2984.33,3,4,4,344,Champions,Low
15330,32,2,714.96,3,2,2,322,Loyal,Low
15331,500,3,767.91,1,2,2,122,Lost,Low
15332,366,6,6553.74,2,3,4,234,Need Attention,High
15333,208,1,1028.56,2,1,3,213,Lost,Low
15334,157,3,351.67,2,2,2,222,Need Attention,Low
15335,54,1,173.97,3,1,1,311,Promising,Low
15336,402,1,240.5,1,1,1,111,Lost,Low
15337,411,1,373.02,1,1,2,112,Lost,Low
15338,677,1,283.43,1,1,1,111,Lost,Low
15339,66,7,1827.84,3,4,3,343,Champions,Low
15340,562,1,105.5,1,1,1,111,Lost,Low
15341,81,2,2402.72,3,2,4,324,Loyal,Low
15342,130,1,406.09,2,1,2,212,Lost,Low
15343,87,1,364.5,3,1,2,312,Promising,Low
15344,1,3,563.94,4,2,2,422,Loyal,Low
15345,46,1,393.54,3,1,2,312,Promising,Low
15346,333,3,596.12,2,2,2,222,Need Attention,Low
15347,366,4,1363.6,2,3,3,233,Need Attention,High
15348,72,1,158.04,3,1,1,311,Promising,Low
15349,158,2,473.81,2,2,2,222,Need Attention,Low
15350,373,2,663.25,2,2,2,222,Need Attention,Low
15351,12,10,3738.29,4,4,4,444,Champions,Low
15352,549,1,114.95,1,1,1,111,Lost,Low
15353,255,7,3175.95,2,4,4,244,Need Attention,High
15354,603,3,284.4,1,2,1,121,Lost,Low
15355,29,2,277.05,3,2,1,321,Loyal,Low
15356,31,13,3464.95,3,4,4,344,Champions,Low
15358,5,42,17050.41,4,4,4,444,Champions,Low
15359,663,8,181.35,1,4,1,141,At Risk,High
15360,40,1,427.93,3,1,2,312,Promising,Low
15361,362,4,689.07,2,3,2,232,Need Attention,High
15362,449,2,613.08,1,2,2,122,Lost,Low
15363,373,2,1004.11,2,2,3,223,Need Attention,Low
15364,96,2,913.19,3,2,3,323,Loyal,Low
15365,26,13,4557.13,4,4,4,444,Champions,Low
15366,75,7,2389.08,3,4,4,344,Champions,Low
15367,57,11,5081.33,3,4,4,344,Champions,Low
15368,21,2,722.74,4,2,2,422,Loyal,Low
15369,492,11,6251.26,1,4,4,144,At Risk,High
15370,41,8,3739.01,3,4,4,344,Champions,Low
15371,662,1,59.4,1,1,1,111,Lost,Low
15372,137,8,6017.06,2,4,4,244,Need Attention,High
15373,8,17,3421.39,4,4,4,444,Champions,Low
15374,129,2,307.32,2,2,1,221,Need Attention,Low
15375,690,1,60.96,1,1,1,111,Lost,Low
15376,40,3,1233.36,3,2,3,323,Loyal,Low
15377,383,4,1211.75,1,3,3,133,At Risk,High
15378,463,2,246.5,1,2,1,121,Lost,Low
15379,169,8,4877.84,2,4,4,244,Need Attention,High
15380,9,11,3479.06,4,4,4,444,Champions,Low
15381,214,5,1890.57,2,3,3,233,Need Attention,High
15382,15,12,13733.55,4,4,4,444,Champions,Low
15384,170,4,2027.79,2,3,3,233,Need Attention,High
15385,40,3,942.08,3,2,3,323,Loyal,Low
15386,186,1,394.14,2,1,2,212,Lost,Low
15387,492,1,468.65,1,1,2,112,Lost,Low
15388,270,1,140.54,2,1,1,211,Lost,Low
15389,172,5,2733.8,2,3,4,234,Need Attention,High
15390,396,2,1216.66,1,2,3,123,Lost,Low
15391,584,1,289.87,1,1,1,111,Lost,Low
15392,5,7,2911.62,4,4,4,444,Champions,Low
15393,16,5,891.34,4,3,2,432,Loyal,Low
15394,10,11,5286.8,4,4,4,444,Champions,Low
15395,326,1,107.45,2,1,1,211,Lost,Low
15396,113,2,796.38,2,2,2,222,Need Attention,Low
15397,290,1,94.0,2,1,1,211,Lost,Low
15398,16,2,1345.53,4,2,3,423,Loyal,Low
15399,1,3,815.77,4,2,2,422,Loyal,Low
15400,92,8,1302.3,3,4,3,343,Champions,High
15401,452,2,216.95,1,2,1,121,Lost,Low
15402,149,6,1830.54,2,3,3,233,Need Attention,High
15403,492,2,170.88,1,2,1,121,Lost,Low
15404,376,1,257.06,2,1,1,211,Lost,Low
15405,189,2,659.84,2,2,2,222,Need Attention,Low
15406,31,4,975.87,3,3,3,333,Champions,Low
15407,34,4,1056.44,3,3,3,333,Champions,Low
15408,264,1,267.18,2,1,1,211,Lost,Low
15409,721,1,131.25,1,1,1,111,Lost,Low
15410,84,10,4685.72,3,4,4,344,Champions,Low
15411,26,4,1358.88,4,3,3,433,Champions,Low
15412,171,1,190.53,2,1,1,211,Lost,Low
15413,692,5,6798.72,1,3,4,134,At Risk,High
15414,10,3,774.9,4,2,2,422,Loyal,Low
15415,313,1,572.81,2,1,2,212,Lost,Low
15416,65,7,4572.82,3,4,4,344,Champions,Low
15417,85,1,508.8,3,1,2,312,Promising,Low
15418,425,2,452.32,1,2,2,122,Lost,Low
15419,25,1,135.86,4,1,1,411,Promising,Low
15420,434,6,743.0,1,3,2,132,At Risk,High
15421,59,10,3805.34,3,4,4,344,Champions,Low
15422,323,7,1619.97,2,4,3,243,Need Attention,High
15423,38,3,266.89,3,2,1,321,Loyal,Low
15424,254,3,597.78,2,2,2,222,Need Attention,Low
15425,400,4,1944.57,1,3,3,133,At Risk,High
15426,19,9,2615.39,4,4,4,444,Champions,Low
15427,33,3,1483.14,3,2,3,323,Loyal,Low
15428,15,4,762.75,4,3,2,432,Loyal,Low
15429,27,2,397.35,3,2,2,322,Loyal,Low
15430,468,2,954.75,1,2,3,123,Lost,Low
15431,503,1,153.24,1,1,1,111,Lost,Low
15432,23,2,320.76,4,2,1,421,Loyal,Low
15433,214,2,533.3,2,2,2,222,Need Attention,Low
15434,8,11,2567.06,4,4,4,444,Champions,Low
15435,22,1,149.29,4,1,1,411,Promising,Low
15436,12,3,1122.53,4,2,3,423,Loyal,Low
15437,262,2,393.45,2,2,2,222,Need Attention,Low
15438,131,1,156.58,2,1,1,211,Lost,Low
15439,405,4,1269.05,1,3,3,133,At Risk,High
15440,55,3,383.68,3,2,2,322,Loyal,Low
15441,396,3,1254.21,1,2,3,123,Lost,Low
15442,249,1,594.0,2,1,2,212,Lost,Low
15443,2,14,5175.93,4,4,4,444,Champions,Low
15444,9,2,1418.26,4,2,3,423,Loyal,Low
15445,264,2,284.5,2,2,1,221,Need Attention,Low
15446,377,3,406.95,2,2,2,222,Need Attention,Low
15447,331,5,492.88,2,3,2,232,Need Attention,High
15448,313,2,788.81,2,2,2,222,Need Attention,Low
15449,26,3,974.52,4,2,3,423,Loyal,Low
15450,30,1,429.84,3,1,2,312,Promising,Low
15451,434,2,233.21,1,2,1,121,Lost,Low
15452,30,6,1799.11,3,3,3,333,Champions,Low
15453,2,7,1388.37,4,4,3,443,Champions,Low
15454,362,2,307.69,2,2,1,221,Need Attention,Low
15455,598,1,38.25,1,1,1,111,Lost,Low
15456,283,10,2119.27,2,4,3,243,Need Attention,High
15457,262,1,237.07,2,1,1,211,Lost,Low
15458,25,2,370.44,4,2,2,422,Loyal,Low
15459,417,2,202.83,1,2,1,121,Lost,Low
15460,354,1,216.76,2,1,1,211,Lost,Low
15461,461,2,429.7,1,2,2,122,Lost,Low
15462,94,4,737.05,3,3,2,332,Loyal,High
15463,29,1,126.14,3,1,1,311,Promising,Low
15464,338,1,1048.85,2,1,3,213,Lost,Low
15465,20,32,12655.65,4,4,4,444,Champions,Low
15466,85,4,1571.01,3,3,3,333,Champions,Low
15467,9,3,524.88,4,2,2,422,Loyal,Low
15468,51,3,1430.48,3,2,3,323,Loyal,Low
15469,50,3,874.25,3,2,2,322,Loyal,Low
15470,576,1,63.42,1,1,1,111,Lost,Low
15471,2,3,1316.56,4,2,3,423,Loyal,Low
15472,113,1,371.56,2,1,2,212,Lost,Low
15473,14,8,2046.0,4,4,3,443,Champions,Low
15474,596,1,163.1,1,1,1,111,Lost,Low
15475,77,1,454.11,3,1,2,312,Promising,Low
15476,380,4,2209.98,2,3,3,233,Need Attention,High
15477,650,1,368.4,1,1,2,112,Lost,Low
15478,40,3,2024.98,3,2,3,323,Loyal,Low
15479,733,1,147.4,1,1,1,111,Lost,Low
15480,116,5,6279.0,2,3,4,234,Need Attention,High
15481,401,1,1993.34,1,1,3,113,Lost,Low
15482,16,19,14592.56,4,4,4,444,Champions,Low
15483,161,10,862.2,2,4,2,242,Need Attention,High
15484,1,6,4656.0,4,3,4,434,Champions,Low
15485,30,7,5771.51,3,4,4,344,Champions,Low
15486,527,1,102.0,1,1,1,111,Lost,Low
15487,680,1,231.32,1,1,1,111,Lost,Low
15488,93,5,431.92,3,3,2,332,Loyal,High
15489,23,8,2419.61,4,4,4,444,Champions,Low
15490,430,1,217.6,1,1,1,111,Lost,Low
15491,95,6,3100.09,3,3,4,334,Champions,High
15492,28,2,659.46,3,2,2,322,Loyal,Low
15493,33,9,4314.98,3,4,4,344,Champions,Low
15494,21,5,3780.05,4,3,4,434,Champions,Low
15495,379,1,246.5,2,1,1,211,Lost,Low
15496,631,1,146.14,1,1,1,111,Lost,Low
15497,18,9,8657.39,4,4,4,444,Champions,Low
15498,3,44,26039.58,4,4,4,444,Champions,Low
15499,724,1,161.6,1,1,1,111,Lost,Low
15500,8,4,1131.56,4,3,3,433,Champions,Low
15501,405,2,402.5,1,2,2,122,Lost,Low
15502,16,14,13993.47,4,4,4,444,Champions,Low
15503,363,2,267.15,2,2,1,221,Need Attention,Low
15504,81,4,423.85,3,3,2,332,Loyal,Low
15505,53,5,3610.96,3,3,4,334,Champions,Low
15506,23,6,2040.03,4,3,3,433,Champions,Low
15507,172,1,492.36,2,1,2,212,Lost,Low
15508,189,6,1000.27,2,3,3,233,Need Attention,High
15509,380,1,166.51,2,1,1,211,Lost,Low
15510,331,1,250.0,2,1,1,211,Lost,Low
15511,12,5,909.23,4,3,3,433,Champions,Low
15512,156,4,331.58,2,3,1,231,Need Attention,High
15513,33,35,27750.55,3,4,4,344,Champions,Low
15514,12,18,6598.55,4,4,4,444,Champions,Low
15515,387,1,171.81,1,1,1,111,Lost,Low
15516,45,3,62.43,3,2,1,321,Loyal,Low
15517,233,1,267.03,2,1,1,211,Lost,Low
15518,64,15,4218.94,3,4,4,344,Champions,Low
15519,383,2,344.61,1,2,1,121,Lost,Low
15520,2,1,343.5,4,1,1,411,Promising,Low
15521,40,16,7106.69,3,4,4,344,Champions,Low
15522,33,2,398.84,3,2,2,322,Loyal,Low
15523,84,16,17359.99,3,4,4,344,Champions,Low
15524,25,2,591.4,4,2,2,422,Loyal,Low
15525,2,4,1295.7,4,3,3,433,Champions,Low
15526,33,2,148.44,3,2,1,321,Loyal,Low
15527,19,23,5575.64,4,4,4,444,Champions,Low
15528,254,1,229.33,2,1,1,211,Lost,Low
15529,23,12,5111.95,4,4,4,444,Champions,Low
15530,22,5,1813.72,4,3,3,433,Champions,Low
15531,8,2,2007.44,4,2,3,423,Loyal,Low
15532,25,10,3771.9,4,4,4,444,Champions,Low
15533,19,3,807.57,4,2,2,422,Loyal,Low
15534,726,1,162.25,1,1,1,111,Lost,Low
15535,173,6,1087.82,2,3,3,233,Need Attention,High
15536,409,1,259.09,1,1,1,111,Lost,Low
15537,163,1,110.92,2,1,1,211,Lost,Low
15538,538,6,3358.4,1,3,4,134,At Risk,High
15539,7,1,538.46,4,1,2,412,Promising,Low
15540,11,2,460.68,4,2,2,422,Loyal,Low
15541,114,1,85.13,2,1,1,211,Lost,Low
15542,512,3,918.45,1,2,3,123,Lost,Low
15543,288,2,242.84,2,2,1,221,Need Attention,Low
15544,9,20,8162.43,4,4,4,444,Champions,Low
15545,54,2,428.05,3,2,2,322,Loyal,Low
15546,607,2,1079.1,1,2,3,123,Lost,Low
15547,7,26,10154.39,4,4,4,444,Champions,Low
15548,596,1,158.09,1,1,1,111,Lost,Low
15549,77,8,2345.96,3,4,4,344,Champions,Low
15550,4,12,2218.8,4,4,3,443,Champions,Low
15551,37,7,1710.08,3,4,3,343,Champions,Low
15552,217,2,252.52,2,2,1,221,Need Attention,Low
15553,60,1,437.23,3,1,2,312,Promising,Low
15554,278,1,217.2,2,1,1,211,Lost,Low
15555,12,36,12112.35,4,4,4,444,Champions,Low
15556,24,1,279.77,4,1,1,411,Promising,Low
15557,29,1,473.65,3,1,2,312,Promising,Low
15558,639,1,214.13,1,1,1,111,Lost,Low
15559,568,1,1109.4,1,1,3,113,Lost,Low
15560,398,2,153.52,1,2,1,121,Lost,Low
15561,12,8,1934.39,4,4,3,443,Champions,Low
15562,352,3,673.38,2,2,2,222,Need Attention,Low
15563,22,7,2867.0,4,4,4,444,Champions,Low
15564,463,2,70.74,1,2,1,121,Lost,Low
15565,50,2,173.16,3,2,1,321,Loyal,Low
15566,393,2,227.87,1,2,1,121,Lost,Low
15567,19,1,186.01,4,1,1,411,Promising,Low
15568,3,3,758.29,4,2,2,422,Loyal,Low
15569,104,10,3586.35,2,4,4,244,Need Attention,High
15570,7,25,9311.04,4,4,4,444,Champions,Low
15571,12,14,4051.63,4,4,4,444,Champions,Low
15572,5,10,4068.67,4,4,4,444,Champions,Low
15573,32,5,1207.18,3,3,3,333,Champions,Low
15574,178,6,1518.7,2,3,3,233,Need Attention,High
15575,620,1,30.1,1,1,1,111,Lost,Low
15576,38,1,940.67,3,1,3,313,Promising,Low
15577,151,5,397.98,2,3,2,232,Need Attention,High
15578,162,1,127.1,2,1,1,211,Lost,Low
15579,69,5,1302.5,3,3,3,333,Champions,Low
15580,377,8,1381.19,2,4,3,243,Need Attention,High
15581,121,38,7794.59,2,4,4,244,Need Attention,High
15582,25,3,682.91,4,2,2,422,Loyal,Low
15583,376,1,107.86,2,1,1,211,Lost,Low
15584,24,6,1277.5,4,3,3,433,Champions,Low
15585,177,1,455.3,2,1,2,212,Lost,Low
15586,593,3,1139.1,1,2,3,123,Lost,Low
15587,50,7,1522.08,3,4,3,343,Champions,Low
15588,678,1,579.6,1,1,2,112,Lost,Low
15589,256,3,478.53,2,2,2,222,Need Attention,Low
15590,382,5,1496.6,1,3,3,133,At Risk,High
15591,583,3,217.9,1,2,1,121,Lost,Low
15592,47,1,388.58,3,1,2,312,Promising,Low
15593,71,1,199.8,3,1,1,311,Promising,Low
15594,16,5,1771.78,4,3,3,433,Champions,Low
15595,488,1,357.6,1,1,2,112,Lost,Low
15596,101,9,3130.04,2,4,4,244,Need Attention,High
15597,35,2,563.37,3,2,2,322,Loyal,Low
15598,53,2,548.02,3,2,2,322,Loyal,Low
15599,27,3,1250.06,3,2,3,323,Loyal,Low
15600,428,4,1199.31,1,3,3,133,At Risk,High
15601,11,30,14960.12,4,4,4,444,Champions,Low
15602,8,16,3230.51,4,4,4,444,Champions,Low
15603,79,2,88.48,3,2,1,321,Loyal,Low
15604,52,1,216.39,3,1,1,311,Promising,Low
15605,36,9,1936.8,3,4,3,343,Champions,Low
15606,61,17,5230.99,3,4,4,344,Champions,Low
15607,337,9,1708.97,2,4,3,243,Need Attention,High
15608,28,5,1785.98,3,3,3,333,Champions,Low
15609,184,1,298.48,2,1,1,211,Lost,Low
15610,52,1,112.46,3,1,1,311,Promising,Low
15611,10,26,2997.28,4,4,4,444,Champions,Low
15612,36,2,195.15,3,2,1,321,Loyal,Low
15613,610,1,433.72,1,1,2,112,Lost,Low
15614,438,4,3147.36,1,3,4,134,At Risk,High
15615,10,47,21373.97,4,4,4,444,Champions,Low
15616,438,1,317.11,1,1,1,111,Lost,Low
15617,396,3,828.55,1,2,2,122,Lost,Low
15618,33,4,776.85,3,3,2,332,Loyal,Low
15619,11,1,336.4,4,1,1,411,Promising,Low
15620,57,4,1942.36,3,3,3,333,Champions,Low
15621,4,4,1293.03,4,3,3,433,Champions,Low
15622,43,17,7852.61,3,4,4,344,Champions,Low
15623,141,8,2437.05,2,4,4,244,Need Attention,High
15624,117,4,588.13,2,3,2,232,Need Attention,High
15625,104,9,3236.4,2,4,4,244,Need Attention,High
15626,75,3,1067.52,3,2,3,323,Loyal,Low
15627,457,2,566.9,1,2,2,122,Lost,Low
15628,5,17,5652.26,4,4,4,444,Champions,Low
15629,450,4,2240.9,1,3,3,133,At Risk,High
15630,45,3,1481.4,3,2,3,323,Loyal,Low
15631,642,1,596.67,1,1,2,112,Lost,Low
15632,16,8,3285.31,4,4,4,444,Champions,Low
15633,509,13,4352.46,1,4,4,144,At Risk,High
15634,17,2,554.65,4,2,2,422,Loyal,Low
15635,396,1,100.35,1,1,1,111,Lost,Low
15636,90,4,1444.58,3,3,3,333,Champions,High
15637,53,5,797.59,3,3,2,332,Loyal,Low
15638,379,6,2265.2,2,3,3,233,Need Attention,High
15639,134,3,1065.08,2,2,3,223,Need Attention,Low
15640,4,29,23957.58,4,4,4,444,Champions,Low
15641,105,12,5345.55,2,4,4,244,Need Attention,High
15642,730,1,105.78,1,1,1,111,Lost,Low
15643,192,3,664.0,2,2,2,222,Need Attention,Low
15644,166,4,813.0,2,3,2,232,Need Attention,High
15645,19,3,1055.17,4,2,3,423,Loyal,Low
15646,158,5,974.61,2,3,3,233,Need Attention,High
15647,415,1,169.0,1,1,1,111,Lost,Low
15648,204,2,657.35,2,2,2,222,Need Attention,Low
15649,336,4,2170.35,2,3,3,233,Need Attention,High
15650,522,2,553.88,1,2,2,122,Lost,Low
15651,37,5,1259.06,3,3,3,333,Champions,Low
15652,91,5,1420.34,3,3,3,333,Champions,High
15653,93,2,877.44,3,2,2,322,Loyal,Low
15654,9,2,922.53,4,2,3,423,Loyal,Low
15655,243,1,560.67,2,1,2,212,Lost,Low
15656,45,4,748.5,3,3,2,332,Loyal,Low
15657,23,1,30.0,4,1,1,411,Promising,Low
15658,190,8,2423.47,2,4,4,244,Need Attention,High
15659,44,3,532.49,3,2,2,322,Loyal,Low
15660,25,15,2812.99,4,4,4,444,Champions,Low
15661,317,8,1215.95,2,4,3,243,Need Attention,High
15662,661,2,283.73,1,2,1,121,Lost,Low
15663,106,1,138.14,2,1,1,211,Lost,Low
15664,51,4,1254.03,3,3,3,333,Champions,Low
15665,168,5,4015.12,2,3,4,234,Need Attention,High
15666,472,2,632.94,1,2,2,122,Lost,Low
15667,40,1,301.32,3,1,1,311,Promising,Low
15668,218,1,76.32,2,1,1,211,Lost,Low
15669,40,4,684.34,3,3,2,332,Loyal,Low
15670,297,2,325.2,2,2,1,221,Need Attention,Low
15671,19,7,2657.13,4,4,4,444,Champions,Low
15672,725,1,45.3,1,1,1,111,Lost,Low
15673,88,9,6414.79,3,4,4,344,Champions,Low
15674,73,13,6948.23,3,4,4,344,Champions,Low
15675,81,4,542.04,3,3,2,332,Loyal,Low
15676,19,3,3435.76,4,2,4,424,Loyal,Low
15677,49,3,1305.63,3,2,3,323,Loyal,Low
15678,53,3,1893.89,3,2,3,323,Loyal,Low
15679,24,4,781.28,4,3,2,432,Loyal,Low
15680,9,10,4507.58,4,4,4,444,Champions,Low
15681,25,14,2989.7,4,4,4,444,Champions,Low
15682,599,2,318.24,1,2,1,121,Lost,Low
15683,117,2,524.54,2,2,2,222,Need Attention,Low
15684,547,3,173.95,1,2,1,121,Lost,Low
15685,450,1,55.98,1,1,1,111,Lost,Low
15686,420,1,90.0,1,1,1,111,Lost,Low
15687,9,9,2993.1,4,4,4,444,Champions,Low
15688,419,1,190.57,1,1,1,111,Lost,Low
15689,120,3,521.03,2,2,2,222,Need Attention,Low
15690,4,2,239.76,4,2,1,421,Loyal,Low
15691,252,4,571.3,2,3,2,232,Need Attention,High
15692,28,1,191.04,3,1,1,311,Promising,Low
15693,659,1,37.5,1,1,1,111,Lost,Low
15694,1,24,10810.81,4,4,4,444,Champions,Low
15695,267,4,1131.04,2,3,3,233,Need Attention,High
15696,33,13,3906.57,3,4,4,344,Champions,Low
15697,690,1,246.75,1,1,1,111,Lost,Low
15698,624,1,46.2,1,1,1,111,Lost,Low
15699,18,1,309.65,4,1,1,411,Promising,Low
15700,172,2,696.68,2,2,2,222,Need Attention,Low
15701,2,4,1542.14,4,3,3,433,Champions,Low
15702,476,2,140.39,1,2,1,121,Lost,Low
15703,265,1,211.5,2,1,1,211,Lost,Low
15704,140,6,3817.96,2,3,4,234,Need Attention,High
15705,201,1,143.1,2,1,1,211,Lost,Low
15706,64,4,1060.56,3,3,3,333,Champions,Low
15707,35,4,945.58,3,3,3,333,Champions,Low
15708,41,9,4378.72,3,4,4,344,Champions,Low
15709,284,2,327.85,2,2,1,221,Need Attention,Low
15710,417,1,898.87,1,1,2,112,Lost,Low
15711,557,2,420.25,1,2,2,122,Lost,Low
15712,9,12,3472.41,4,4,4,444,Champions,Low
15713,143,4,1010.79,2,3,3,233,Need Attention,High
15714,12,5,784.81,4,3,2,432,Loyal,Low
15715,556,5,658.02,1,3,2,132,At Risk,High
15716,146,11,3056.81,2,4,4,244,Need Attention,High
15717,234,5,607.0,2,3,2,232,Need Attention,High
15718,540,1,293.79,1,1,1,111,Lost,Low
15719,33,31,10223.06,3,4,4,344,Champions,Low
15720,24,2,741.92,4,2,2,422,Loyal,Low
15721,12,1,507.08,4,1,2,412,Promising,Low
15722,36,11,5258.1,3,4,4,344,Champions,Low
15723,365,4,947.65,2,3,3,233,Need Attention,High
15724,201,3,310.85,2,2,1,221,Need Attention,Low
15725,15,1,415.25,4,1,2,412,Promising,Low
15726,390,1,321.91,1,1,1,111,Lost,Low
15727,17,15,9445.51,4,4,4,444,Champions,Low
15728,380,2,544.6,2,2,2,222,Need Attention,Low
15729,213,3,192.55,2,2,1,221,Need Attention,Low
